q2_birthyear,q3_gender,q4_province,q6_satisfied_democracy,q9_interest_election,q10_certain_vote,q11_vote_intention,q14_feeling_liberal_party,q15_feeling_cons_party
1979,(1) Male,(1) Newfoundland and Labrador,(-9) Don't know,(4),(1) Certain,(-8) Refused,50,0
1940,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,60
1954,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",80,50
1937,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1945,(2) Female,(3) Nova Scotia,(-9) Don't know,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",NA,NA
1956,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),30,5
1961,(1) Male,(3) Nova Scotia,(3) Not very satisfied,(4),(1) Certain,(6) People's Party,0,50
1986,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),85,60
1942,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,75
1988,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,85
1972,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),100,50
1951,(1) Male,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,50
1946,(2) Female,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1972,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,40
1962,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,5
1957,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(5) Already voted in advanced poll,(5) Green Party (Greens),75,20
1954,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(2) Likely,(1) Liberal (Grits),95,65
1949,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,40,40
1971,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,(5) Green Party (Greens),75,50
1945,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),75,45
1943,(1) Male,(6) Ontario,(4) Not satisfied at all,(6),(1) Certain,(1) Liberal (Grits),45,60
1949,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,(1) Liberal (Grits),80,30
1972,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),50,0
1985,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),64,0
1954,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(5) Already voted in advanced poll,(6) People's Party,10,40
1977,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,75
1983,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,70
1940,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,20
1944,(2) Female,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,50
1971,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,30
1974,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(5) Already voted in advanced poll,(1) Liberal (Grits),85,25
1973,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1984,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,60
1970,(1) Male,(6) Ontario,(4) Not satisfied at all,(4),(1) Certain,(-9) Don't know / Undecided,100,100
1978,(1) Male,(6) Ontario,(4) Not satisfied at all,(7),(1) Certain,(-9) Don't know / Undecided,50,40
1955,(2) Female,(6) Ontario,(3) Not very satisfied,(6),(5) Already voted in advanced poll,(1) Liberal (Grits),40,20
1953,(2) Female,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,70
1961,(1) Male,(6) Ontario,(1) Very satisfied,(6),(2) Likely,(-8) Refused,50,50
1946,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(-8) Refused,50,75
1958,(2) Female,(6) Ontario,(-9) Don't know,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,0
1951,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(5) Already voted in advanced poll,(1) Liberal (Grits),60,30
1959,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",16,48
1951,(2) Female,(6) Ontario,(1) Very satisfied,(9),(2) Likely,(1) Liberal (Grits),90,25
1963,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1946,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(9) None of these,60,40
1946,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),100,0
1961,(1) Male,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,(5) Green Party (Greens),20,20
1948,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1999,(2) Female,(6) Ontario,(-9) Don't know,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",80,0
1943,(2) Female,(2) Prince Edward Island,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),95,90
1988,(1) Male,(2) Prince Edward Island,(2) Fairly satisfied,(7),(1) Certain,(-8) Refused,50,65
1959,(2) Female,(2) Prince Edward Island,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(-8) Refused,30,0
2000,(1) Male,(2) Prince Edward Island,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,70
1941,(1) Male,(2) Prince Edward Island,(2) Fairly satisfied,(5),(1) Certain,(5) Green Party (Greens),30,0
1991,(1) Male,(2) Prince Edward Island,(3) Not very satisfied,(7),(1) Certain,(1) Liberal (Grits),85,40
1961,(1) Male,(5) Quebec,(3) Not very satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,10
1985,(2) Female,(5) Quebec,(3) Not very satisfied,(6),(1) Certain,(-9) Don't know / Undecided,30,70
1945,(2) Female,(5) Quebec,(2) Fairly satisfied,(5),(1) Certain,(-8) Refused,45,85
1967,(1) Male,(5) Quebec,(4) Not satisfied at all,(0) No interest at all,(1) Certain,(-8) Refused,25,50
1981,(2) Female,(5) Quebec,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),35,25
1957,(1) Male,(5) Quebec,(3) Not very satisfied,(4),(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",20,0
1980,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",NA,99
1977,(2) Female,(5) Quebec,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),76,45
1956,(2) Female,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",60,20
1929,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,40
1969,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,0
1973,(2) Female,(5) Quebec,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,50,80
1959,(2) Female,(5) Quebec,(2) Fairly satisfied,(1),(1) Certain,(-9) Don't know / Undecided,NA,NA
1988,(1) Male,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,75
1969,(1) Male,(5) Quebec,(3) Not very satisfied,(8),(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",0,NA
1950,(2) Female,(5) Quebec,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),75,10
1949,(1) Male,(5) Quebec,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),95,85
1919,(2) Female,(5) Quebec,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),73,65
1965,(2) Female,(5) Quebec,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,10
1954,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(3) NDP (New Democratic Party, New Democrats, NDPers)",85,50
1935,(2) Female,(5) Quebec,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,55
1948,(2) Female,(5) Quebec,(4) Not satisfied at all,(3),(1) Certain,(-9) Don't know / Undecided,0,1
1971,(2) Female,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(2) Likely,(-8) Refused,80,50
1991,(1) Male,(5) Quebec,(2) Fairly satisfied,(8),(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",40,67
1941,(1) Male,(5) Quebec,(2) Fairly satisfied,(2),(5) Already voted in advanced poll,(1) Liberal (Grits),80,60
1978,(2) Female,(5) Quebec,(3) Not very satisfied,(8),(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",50,30
1941,(1) Male,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(4) Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",5,5
1956,(1) Male,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,35
1962,(2) Female,(5) Quebec,(2) Fairly satisfied,(3),(1) Certain,(9) None of these,60,30
1974,(1) Male,(5) Quebec,(3) Not very satisfied,(7),(5) Already voted in advanced poll,(5) Green Party (Greens),30,0
1979,(2) Female,(8) Saskatchewan,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),3,8
1978,(2) Female,(8) Saskatchewan,(3) Not very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,75
1966,(1) Male,(8) Saskatchewan,(4) Not satisfied at all,(8),(5) Already voted in advanced poll,(-9) Don't know / Undecided,0,60
1957,(2) Female,(8) Saskatchewan,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",75,25
1942,(2) Female,(8) Saskatchewan,(-9) Don't know,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,50
1980,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(4),(1) Certain,(-9) Don't know / Undecided,47,58
1959,(2) Female,(8) Saskatchewan,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,95
1949,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,70
1976,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(8),(2) Likely,(1) Liberal (Grits),70,40
1947,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",45,60
1961,(2) Female,(8) Saskatchewan,(3) Not very satisfied,(6),(1) Certain,(-9) Don't know / Undecided,10,69
1957,(1) Male,(8) Saskatchewan,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1965,(2) Female,(8) Saskatchewan,(3) Not very satisfied,(2),(1) Certain,(-8) Refused,50,5
1969,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",65,50
1973,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,10
1953,(1) Male,(10) British Columbia,(3) Not very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1969,(2) Female,(10) British Columbia,(3) Not very satisfied,(4),(2) Likely,(5) Green Party (Greens),10,30
1963,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(4) Certain not to vote,NA,75,40
1958,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,60
1942,(2) Female,(10) British Columbia,(1) Very satisfied,(3),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",45,75
1992,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1941,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,20,60
1946,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,80
1985,(2) Female,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,60,50
1947,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",80,80
1999,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,20
1986,(1) Male,(10) British Columbia,(4) Not satisfied at all,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,10
1958,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,(1) Liberal (Grits),75,0
1970,(1) Male,(9) Alberta,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,70
1959,(1) Male,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),60,0
1968,(1) Male,(10) British Columbia,(4) Not satisfied at all,(8),(2) Likely,(-8) Refused,20,80
1994,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,40
1967,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",70,60
1969,(2) Female,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1964,(1) Male,(10) British Columbia,(1) Very satisfied,(9),(1) Certain,(5) Green Party (Greens),65,20
1984,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(5) Already voted in advanced poll,(5) Green Party (Greens),70,40
1955,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,50,40
1970,(2) Female,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,80,0
1964,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),60,0
1970,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",25,0
1962,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(5) Already voted in advanced poll,(1) Liberal (Grits),70,30
1999,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,60,75
1935,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-8) Refused,0,65
1983,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(6) People's Party,50,60
1995,(2) Female,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,100
1976,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,10
1989,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,25,50
1983,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,60
1980,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),50,50
1973,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,70,30
1941,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1966,(2) Female,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1957,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,NA,NA
1975,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,20,30
1987,(1) Male,(10) British Columbia,(4) Not satisfied at all,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1985,(1) Male,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),60,55
1972,(1) Male,(10) British Columbia,(2) Fairly satisfied,(4),(2) Likely,(1) Liberal (Grits),50,40
1974,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,20
1943,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),84,84
1977,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,85
1983,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-8) Refused,55,52
1986,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,20
1994,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,10
1957,(2) Female,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(6) People's Party,0,10
1995,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),75,30
1994,(1) Male,(10) British Columbia,(4) Not satisfied at all,(3),(2) Likely,(-9) Don't know / Undecided,80,0
1984,(1) Male,(10) British Columbia,(2) Fairly satisfied,(4),(3) Unlikely,(-8) Refused,50,55
1976,(2) Female,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",35,10
1959,(1) Male,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,60
1941,(1) Male,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),6,2
1950,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,50,40
1981,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",20,20
1953,(1) Male,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,(-8) Refused,75,20
1953,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,70,75
1962,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),50,15
2001,(1) Male,(10) British Columbia,(2) Fairly satisfied,(1),(2) Likely,(1) Liberal (Grits),80,10
